record_id,split,log_followers,log_following,log_bio_length,log_posts,has_profile_pic,is_private,username_digits,username_length,log_following_follower_ratio,username_digit_fraction,no_posts,is_fake
80,train,3.2188758248682006,7.825644732219989,0.0,0.6931471805599453,1,0,4,9,4.606768907351789,0.4444444444444444,0,1
81,train,3.4965075614664802,7.812782818577581,0.0,0.0,0,0,3,13,4.316275257111101,0.23076923076923078,1,1
82,train,4.634728988229636,5.808142489980444,0.0,0.0,0,0,1,7,1.173413501750808,0.14285714285714285,1,1
83,test,3.9889840465642745,6.431331081933479,1.6094379124341003,0.6931471805599453,1,1,0,8,2.4423470353692043,0.0,0,1
84,train,2.302585092994046,7.479299637782834,0.0,0.0,0,0,0,8,5.176714544788788,0.0,1,1
85,train,2.5649493574615367,7.749322464660356,0.0,0.0,0,0,3,10,5.1843731071988195,0.3,1,1
86,train,2.0794415416798357,7.6577552711348655,0.0,0.0,0,0,2,12,5.578313729455029,0.16666666666666666,1,1
87,train,3.970291913552122,7.8160138391590275,0.0,0.0,1,0,0,14,3.8457219256069055,0.0,1,1
88,train,2.70805020110221,7.4977617006225685,0.0,0.0,1,0,0,11,4.789711499520358,0.0,1,1
89,test,3.1354942159291497,7.193685818395112,0.0,0.0,1,0,3,10,4.058191602465962,0.3,1,1
90,train,1.6094379124341003,7.344072850573066,0.0,0.0,0,0,0,11,5.734634938138965,0.0,1,1
91,train,4.07753744390572,7.665284718471351,0.0,0.0,0,0,0,14,3.587747274565631,0.0,1,1
92,train,2.1972245773362196,7.620705086838262,0.0,0.0,1,0,4,11,5.423480509502042,0.36363636363636365,1,1
93,train,3.1354942159291497,8.295798110636145,0.0,0.0,0,0,0,8,5.1603038947069955,0.0,1,1
94,train,2.772588722239781,8.281470857895167,0.0,0.0,0,0,2,13,5.508882135655385,0.15384615384615385,1,1
95,train,3.295836866004329,8.131824785007195,0.0,0.0,0,0,2,8,4.835987919002866,0.25,1,1
96,train,3.4965075614664802,8.274357006756292,4.2626798770413155,0.0,1,0,2,11,4.777849445289812,0.18181818181818182,1,1
97,train,3.5553480614894135,8.876125585396185,0.0,0.0,0,0,1,10,5.320777523906772,0.1,1,1
98,train,3.8712010109078907,8.294049640102028,4.867534450455582,0.0,1,1,0,12,4.422848629194137,0.0,1,1
99,test,5.093750200806762,5.147494476813453,0.0,0.6931471805599453,0,1,0,15,0.053744276006690406,0.0,0,1
100,test,6.467698726104354,7.714677473800927,0.0,1.0986122886681096,1,0,1,11,1.2469787476965735,0.09090909090909091,0,1
101,train,4.997212273764115,7.778211474512493,0.0,0.0,1,0,2,10,2.7809992007483784,0.2,1,1
102,train,3.58351893845611,8.438582790834326,0.0,0.0,0,0,4,17,4.855063852378216,0.23529411764705882,1,1
103,train,2.4849066497880004,8.450625947144124,0.0,0.0,0,0,3,8,5.965719297356124,0.375,1,1
104,train,3.970291913552122,8.437067146936952,0.0,0.0,1,0,0,14,4.46677523338483,0.0,1,1
105,train,3.5263605246161616,8.543640361431086,0.0,1.0986122886681096,1,0,8,13,5.017279836814924,0.6153846153846154,0,1
106,train,3.4011973816621555,8.53817159780143,0.0,0.0,0,0,5,18,5.136974216139274,0.2777777777777778,1,1
107,train,1.9459101490553132,6.8690144506657065,0.0,0.0,1,0,5,8,4.923104301610393,0.625,1,1
108,train,4.174387269895637,5.25227342804663,4.2626798770413155,1.3862943611198906,1,0,0,16,1.077886158150993,0.0,0,1
109,train,2.9444389791664403,7.462789157412448,0.0,0.0,0,0,0,11,4.518350178246008,0.0,1,1
110,train,5.099866427824199,8.817001443665859,0.0,1.3862943611198906,1,0,0,10,3.7171350158416603,0.0,0,1
111,train,1.9459101490553132,5.204006687076795,0.0,0.6931471805599453,1,0,3,15,3.2580965380214817,0.2,0,1
112,test,2.8903717578961645,7.170119543449628,0.0,0.6931471805599453,1,0,0,18,4.279747785553464,0.0,0,1
113,train,2.833213344056216,5.58724865840025,0.0,0.0,0,0,2,14,2.7540353143440335,0.14285714285714285,1,1
114,train,5.0369526024136295,7.086737934510577,2.302585092994046,0.0,1,0,0,9,2.0497853320969472,0.0,1,1
115,train,3.6635616461296463,7.425953657077541,0.0,0.0,0,0,5,19,3.7623920109478943,0.2631578947368421,1,1
116,train,6.866933284461882,7.653494909661253,0.0,1.3862943611198906,1,0,0,8,0.7865616251993712,0.0,0,1
117,test,4.700480365792417,7.45182223652793,0.0,2.1972245773362196,1,1,5,11,2.751341870735513,0.45454545454545453,0,1
118,train,4.867534450455582,7.493873886783559,0.0,1.791759469228055,1,1,0,8,2.626339436327977,0.0,0,1
119,train,3.58351893845611,7.845416036592485,0.0,0.6931471805599453,1,0,0,21,4.261897098136375,0.0,0,1
120,train,1.9459101490553132,6.7650389767805414,0.0,1.0986122886681096,0,1,0,10,4.819128827725228,0.0,0,1
121,train,2.995732273553991,8.305731144875866,0.0,0.6931471805599453,1,0,5,19,5.309998871321875,0.2631578947368421,0,1
122,train,3.5553480614894135,6.844815479208263,4.709530201312334,1.3862943611198906,1,0,0,15,3.2894674177188494,0.0,0,1
123,train,6.20455776256869,8.256866848974312,0.0,0.6931471805599453,1,0,4,18,2.0523090864056215,0.2222222222222222,0,1
124,train,3.4339872044851463,6.846943139585379,3.2188758248682006,1.3862943611198906,1,0,0,10,3.412955935100233,0.0,0,1
125,test,3.295836866004329,7.239214973779806,4.454347296253507,1.3862943611198906,1,0,1,13,3.9433781077754766,0.07692307692307693,0,1
126,train,1.791759469228055,2.833213344056216,0.0,0.0,0,1,0,9,1.0414538748281612,0.0,1,1
127,train,5.081404364984463,7.717351272185329,0.0,0.6931471805599453,1,0,3,10,2.635946907200866,0.3,0,1
128,train,3.8918202981106265,5.19295685089021,0.0,1.6094379124341003,1,0,0,8,1.301136552779584,0.0,0,1
129,test,4.02535169073515,6.655440350367647,1.9459101490553132,0.6931471805599453,1,0,0,11,2.6300886596324977,0.0,0,1
130,train,2.4849066497880004,5.075173815233827,0.0,0.6931471805599453,0,0,3,14,2.5902671654458262,0.21428571428571427,0,1
131,train,5.225746673713202,7.564757012905729,4.31748811353631,1.3862943611198906,1,0,0,12,2.3390103391925274,0.0,0,1
132,test,2.4849066497880004,7.7226775164680035,0.0,1.3862943611198906,1,0,0,18,5.237770866680004,0.0,0,1
133,test,3.4011973816621555,7.527255919373784,2.995732273553991,0.6931471805599453,1,0,3,8,4.126058537711629,0.375,0,1
134,train,3.6888794541139363,6.1779441140506,2.70805020110221,1.0986122886681096,1,0,0,19,2.489064659936664,0.0,0,1
135,test,4.276666119016055,3.4657359027997265,4.060443010546419,1.3862943611198906,1,0,1,11,-0.8109302162163288,0.09090909090909091,0,1
136,train,1.3862943611198906,5.0238805208462765,0.0,0.0,0,1,0,16,3.6375861597263857,0.0,1,1
137,test,0.6931471805599453,7.4999765409521215,0.0,0.0,0,1,2,12,6.806829360392176,0.16666666666666666,1,1
138,test,1.3862943611198906,4.343805421853684,0.0,0.0,1,1,2,12,2.9575110607337933,0.16666666666666666,1,1
139,test,2.4849066497880004,4.343805421853684,0.0,0.0,0,0,2,13,1.8588987720656838,0.15384615384615385,1,1
140,train,0.6931471805599453,4.219507705176107,0.0,0.0,0,1,0,8,3.5263605246161616,0.0,1,1
141,test,3.4011973816621555,3.7376696182833684,0.0,0.0,0,1,0,9,0.33647223662121295,0.0,1,1
142,train,0.0,1.3862943611198906,0.0,0.0,0,0,3,10,1.3862943611198906,0.3,1,1
143,train,2.639057329615259,4.74493212836325,0.0,0.0,0,0,4,9,2.1058747987479913,0.4444444444444444,1,1
144,train,2.8903717578961645,5.214935757608986,0.0,0.0,0,1,1,10,2.3245639997128213,0.1,1,1
145,train,3.2188758248682006,6.546785410760524,0.0,0.0,0,1,0,9,3.3279095858923236,0.0,1,1
146,train,1.3862943611198906,5.062595033026967,0.0,0.0,0,1,4,9,3.676300671907076,0.4444444444444444,1,1
147,train,0.0,4.007333185232471,0.0,0.0,0,1,0,11,4.007333185232471,0.0,1,1
148,train,2.4849066497880004,5.84354441703136,3.2188758248682006,0.0,0,1,4,9,3.35863776724336,0.4444444444444444,1,1
149,train,0.6931471805599453,5.645446897643238,0.0,0.0,0,1,0,15,4.952299717083292,0.0,1,1
150,test,0.0,6.359573868672378,0.0,0.0,0,1,0,14,6.359573868672378,0.0,1,1
151,train,0.0,6.075346031088684,0.0,0.0,0,1,0,12,6.075346031088684,0.0,1,1
152,train,1.0986122886681096,4.060443010546419,0.0,0.0,0,0,2,10,2.9618307218783095,0.2,1,1
153,test,3.295836866004329,4.962844630259907,0.0,0.0,0,0,0,9,1.6670077642555778,0.0,1,1
154,train,3.912023005428146,4.718498871295094,0.0,0.0,0,1,5,10,0.8064758658669482,0.5,1,1
155,train,0.6931471805599453,4.852030263919617,0.0,0.0,1,1,0,10,4.1588830833596715,0.0,1,1
156,train,2.833213344056216,6.18826412308259,0.0,0.0,1,1,0,13,3.3550507790263735,0.0,1,1
157,train,3.258096538021482,5.777652323222656,0.0,0.0,1,0,0,8,2.5195557852011743,0.0,1,1
158,train,0.0,5.272999558563747,0.0,0.0,1,1,0,9,5.272999558563747,0.0,1,1
159,train,0.0,5.1647859739235145,2.70805020110221,0.0,1,1,1,9,5.1647859739235145,0.1111111111111111,1,1
160,test,0.0,6.263398262591624,0.0,0.0,1,1,0,6,6.263398262591624,0.0,1,1
161,train,1.791759469228055,6.133398042996649,0.0,0.6931471805599453,1,1,1,7,4.341638573768593,0.14285714285714285,0,1
162,train,0.0,6.625392368007956,0.0,2.302585092994046,1,1,0,13,6.625392368007956,0.0,0,1
163,train,0.0,4.948759890378168,0.0,0.0,1,1,2,7,4.948759890378168,0.2857142857142857,1,1
164,train,5.71042701737487,8.921857979353632,0.0,0.0,1,1,4,10,3.2114309619787624,0.4,1,1
165,train,5.910796644040527,8.84361509218395,0.0,1.0986122886681096,1,0,0,7,2.932818448143422,0.0,0,1
166,train,4.394449154672439,8.484669999710677,2.3978952727983707,1.791759469228055,1,0,0,8,4.090220845038238,0.0,0,1
167,test,3.367295829986474,8.41604600941128,0.0,0.6931471805599453,1,0,2,6,5.048750179424806,0.3333333333333333,0,1
168,train,5.4116460518550396,7.459338895220295,0.0,1.9459101490553132,1,0,2,9,2.0476928433652555,0.2222222222222222,0,1
169,train,4.948759890378168,7.007600613951853,0.0,1.3862943611198906,1,0,0,15,2.0588407235736845,0.0,0,1
170,train,4.454347296253507,7.2456550675945355,4.875197323201151,2.302585092994046,1,0,3,16,2.791307771341028,0.1875,0,1
171,train,3.4965075614664802,7.68937110752969,3.58351893845611,1.0986122886681096,1,0,2,18,4.19286354606321,0.1111111111111111,0,1
172,test,3.5553480614894135,8.211211361793023,3.6109179126442243,0.6931471805599453,1,0,0,9,4.65586330030361,0.0,0,1
173,train,2.70805020110221,7.795646536334594,0.0,0.6931471805599453,1,0,0,16,5.087596335232384,0.0,0,1
174,train,2.4849066497880004,6.9167150203536085,2.5649493574615367,0.6931471805599453,1,0,0,12,4.431808370565609,0.0,0,1
175,train,5.43372200355424,8.508555998020574,3.9318256327243257,0.6931471805599453,1,1,3,9,3.074833994466334,0.3333333333333333,0,1
176,train,4.897839799950911,4.983606621708336,0.0,1.6094379124341003,1,0,0,15,0.08576682175742523,0.0,0,1
177,train,6.0112671744041615,8.2409125416889,0.0,0.6931471805599453,1,0,3,9,2.2296453672847383,0.3333333333333333,0,1
178,test,4.174387269895637,5.886104031450156,0.0,1.9459101490553132,1,0,0,7,1.711716761554519,0.0,0,1
179,train,5.666426688112432,8.361007108226909,0.0,0.6931471805599453,1,0,5,9,2.6945804201144767,0.5555555555555556,0,1
180,train,5.730099782973575,8.494538500851432,1.3862943611198906,1.3862943611198906,1,0,0,22,2.764438717877857,0.0,0,1
181,train,4.48863636973214,5.58724865840025,0.0,0.6931471805599453,1,0,0,9,1.09861228866811,0.0,0,1
182,train,4.983606621708336,7.73718007783463,0.0,0.6931471805599453,0,0,7,15,2.7535734561262935,0.4666666666666667,0,1
183,train,3.5553480614894135,5.393627546352361,0.0,1.0986122886681096,0,0,0,20,1.8382794848629476,0.0,0,1
184,train,5.111987788356544,6.428105272684596,0.0,0.0,1,0,0,8,1.3161174843280525,0.0,1,1
185,train,5.111987788356544,6.6240652277998935,0.0,0.0,0,1,3,8,1.5120774394433498,0.375,1,1
186,train,5.0238805208462765,7.588829878307813,0.0,0.0,0,1,4,9,2.5649493574615363,0.4444444444444444,1,1
187,train,2.5649493574615367,3.258096538021482,0.0,0.0,0,0,0,9,0.6931471805599454,0.0,1,1
188,train,7.199678345691172,8.121183242078828,0.0,0.0,0,1,0,10,0.9215048963876562,0.0,1,1
189,train,5.996452088619021,8.241966560231802,0.0,0.0,0,0,3,10,2.245514471612781,0.3,1,1
190,train,5.43372200355424,7.484368643286131,0.0,0.0,0,0,10,11,2.050646639731891,0.9090909090909091,1,1
191,train,7.028201432058005,8.231908243564177,0.0,1.3862943611198906,1,1,6,9,1.2037068115061729,0.6666666666666666,0,1
192,train,0.0,0.0,0.0,0.0,0,0,4,10,0.0,0.4,1,1
193,train,0.6931471805599453,0.0,4.51085950651685,2.302585092994046,1,0,1,19,-0.6931471805599453,0.05263157894736842,0,1
194,train,0.6931471805599453,0.6931471805599453,4.0943445622221,2.0794415416798357,1,0,4,15,0.0,0.26666666666666666,0,1
195,train,0.0,3.258096538021482,4.9344739331306915,1.9459101490553132,1,0,0,10,3.258096538021482,0.0,0,1
196,train,0.0,0.0,3.970291913552122,1.9459101490553132,1,0,3,7,0.0,0.42857142857142855,0,1
197,train,0.0,0.6931471805599453,4.532599493153256,2.302585092994046,1,0,1,15,0.6931471805599453,0.06666666666666667,0,1
198,train,0.6931471805599453,0.0,4.110873864173311,1.791759469228055,1,0,1,13,-0.6931471805599453,0.07692307692307693,0,1
199,train,0.0,0.0,4.6913478822291435,1.9459101490553132,1,0,2,10,0.0,0.2,0,1
200,train,5.556828061699537,5.476463551931511,0.0,0.0,1,0,0,10,-0.08036450976802634,0.0,1,0
201,test,5.575949103146316,6.180016653652572,3.4339872044851463,3.4011973816621555,1,1,0,8,0.6040675505062563,0.0,0,0
202,train,3.9512437185814275,4.3694478524670215,2.302585092994046,0.0,1,1,0,10,0.41820413388559396,0.0,1,0
203,train,5.697093486505405,6.175867270105761,3.1354942159291497,3.258096538021482,1,1,2,9,0.4787737836003565,0.2222222222222222,0,0
204,test,4.736198448394496,5.493061443340548,0.0,4.564348191467836,1,1,0,10,0.7568629949460526,0.0,0,0
205,train,6.302618975744905,6.903747257584598,3.295836866004329,5.831882477283517,1,1,0,8,0.601128281839693,0.0,0,0
206,train,3.970291913552122,4.804021044733257,0.0,3.4339872044851463,1,1,0,9,0.8337291311811348,0.0,0,0
207,train,6.946013991099227,8.801017833540714,0.0,5.056245805348308,1,0,0,12,1.8550038424414863,0.0,0,0
208,train,5.153291594497779,5.429345628954441,3.9512437185814275,2.3978952727983707,1,0,0,10,0.27605403445666177,0.0,0,0
209,train,4.624972813284271,4.74493212836325,2.70805020110221,1.6094379124341003,1,1,0,15,0.1199593150789795,0.0,0,0
210,train,5.5254529391317835,5.5134287461649825,3.4657359027997265,1.6094379124341003,1,0,0,7,-0.012024192966801017,0.0,0,0
211,train,6.025865973825314,6.519147287940395,0.0,3.6635616461296463,1,1,0,15,0.49328131411508114,0.0,0,0
212,train,5.153291594497779,5.236441962829949,0.6931471805599453,2.0794415416798357,1,1,0,10,0.08315036833216993,0.0,0,0
213,test,5.823045895483019,6.1224928095143865,0.0,1.0986122886681096,1,1,0,14,0.2994469140313676,0.0,0,0
214,test,4.74493212836325,5.049856007249537,3.4011973816621555,2.1972245773362196,1,1,2,12,0.3049238788862869,0.16666666666666666,0,0
215,train,5.1647859739235145,5.111987788356544,0.0,4.343805421853684,1,1,1,9,-0.0527981855669708,0.1111111111111111,0,0
216,train,5.921578419643816,5.8944028342648505,3.6109179126442243,2.639057329615259,1,1,0,7,-0.027175585378965472,0.0,0,0
217,train,5.82600010738045,5.802118375377063,3.7376696182833684,2.8903717578961645,1,0,0,12,-0.023881732003387057,0.0,0,0
218,train,7.699842407396986,6.386879319362645,3.8712010109078907,5.293304824724492,1,0,0,15,-1.3129630880343406,0.0,0,0
219,train,6.1092475827643655,6.018593214496234,2.995732273553991,2.995732273553991,1,1,0,8,-0.09065436826813134,0.0,0,0
220,test,6.38856140554563,6.761572768804055,4.663439094112067,5.6240175061873385,1,1,0,9,0.3730113632584251,0.0,0,0
221,test,6.522092798170152,6.639875833826536,3.1780538303479458,3.6888794541139363,1,1,0,11,0.11778303565638382,0.0,0,0
222,train,6.345636360828596,6.29156913955832,3.7376696182833684,4.564348191467836,1,1,0,11,-0.054067221270275745,0.0,0,0
223,train,6.293419278846481,6.298949246855942,0.0,4.304065093204169,1,1,0,12,0.00552996800946115,0.0,0,0
224,train,6.091309882077698,5.910796644040527,3.258096538021482,3.4339872044851463,1,1,0,8,-0.1805132380371708,0.0,0,0
225,train,6.3473892096560105,6.1224928095143865,3.6375861597263857,4.795790545596741,1,1,0,10,-0.22489640014162404,0.0,0,0
226,train,5.910796644040527,7.016609683894219,2.833213344056216,4.248495242049359,1,0,0,8,1.1058130398536923,0.0,0,0
227,test,6.453624998892692,6.47543271670409,4.0943445622221,3.091042453358316,1,0,0,9,0.021807717811398675,0.0,0,0
228,train,6.5337888379333435,6.29156913955832,2.9444389791664403,4.3694478524670215,1,0,0,9,-0.2422196983750231,0.0,0,0
229,train,6.363028103540465,6.025865973825314,3.6109179126442243,5.402677381872279,1,0,0,11,-0.3371621297151508,0.0,0,0
230,train,6.6240652277998935,6.588926477533519,0.0,5.746203190540153,1,1,0,12,-0.03513875026637425,0.0,0,0
231,train,6.759255270663693,6.532334292222349,0.0,5.780743515792329,1,0,0,9,-0.22692097844134373,0.0,0,0
232,test,6.284134161070802,5.910796644040527,4.812184355372417,3.912023005428146,1,1,0,18,-0.37333751703027485,0.0,0,0
233,train,7.5352967024440884,7.499423290592229,3.6888794541139363,5.926926025970411,1,1,0,11,-0.03587341185185977,0.0,0,0
234,test,5.552959584921617,5.0106352940962555,3.5263605246161616,3.6888794541139363,1,0,0,7,-0.5423242908253618,0.0,0,0
235,test,8.052296499538647,6.208590026096629,4.1588830833596715,6.694562058521095,1,1,0,5,-1.843706473442018,0.0,0,0
236,train,6.198478716492308,6.61472560020376,0.0,5.924255797414532,1,1,3,16,0.4162468837114526,0.1875,0,0
